name,link,author,title,review_body,rating,average_rating,source,source_url,uniq_id,scraped_at
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,Vickie,Colorful and Comfortable,"Really like the pattern on this comfortable chaise. The storage area is really great for throws or pillows that you might want to have handy when enjoying a sit. The padding is firm and the pillow back supportive. However, if you have a bit of a mobility problem, it may be a bit difficult to sit back on and also rise from the chaise. I would recommend a visit to a store if in stock to see if this might be an issue.",4,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,Julia,Great chaise,"A little firm, but now that we have had it for about a month it already is breaking in. Easy to put together. Looks great in the space. Appreciate the extra storage area under the chaise.",5,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,Ikeamama22,Favorite spot,Love sitting here,5,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,AC_Atlanta,"Where""s the Hardware?",I was so happy that Ikea reopened and I rushed to the store and bought this Chaise today. I was very excited to not have to sit on my floor anymore. Unfortunately there was no hardware in the box so now I have furniture but I can't put it together and there's no way to email anyone via the Ikea site so I'm leaving feedback hoping someone is listening. Can anyone help? I'll update this review to be helpful to others once I get it put together.,1,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,SCOTT,Just wish there were markings,Just wish there were markings as to top side of product. I had to disassemble and reassemble because the instructions were a little vague.,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Janell,Perfect desk. Using this for,Perfect desk. Using this for my sewing machine. Drawer a perfect for notions,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Elisabet,I love my new vanity,"I love my new vanity desk , I have more drawers and space",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,LISA,Just what I needed,"The Alex box was heavy but it went to gether really easily and the top and legs were a pice of cake. I have not attached them yet, I'm playing with where I want it an so its easier to move without them attached yet!",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,anna,writing desk,"I love it, it made my room looks much fancier.",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Karen,Nice little desk,This is a great desk for the price but parts of it were pretty difficult to put together.,4,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Karen,Perfect size desk,"We were looking for a desk for the bedroom turned office. This was perfect. Although the legs we wanted were out of stock, these are still fine. The Alex drawers are well made and slide flawlessly. A bit time consuming to put together, but the construction was not hard - even for a 60 yr old woman. Very happy with yet another IKEA purchase.",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,MELANIE,Easy set up and perfect desk!,"This desk is so convenient to have, easy set up and fits perfect!",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Melanie,Outstanding Desk,I’ve purchased 2 of these and I couldn’t be happier. Very easy to put together. If you are looking for an inexpensive solution this is your desk.,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Stephen,Nice Desk - Easy to assemble,"Assembly took a couple of hours, but went smoothly, overall. (The only issue I had was of my own doing - I dropped a couple of the mid-sized nuts into the wrong holes and it took a few minutes to dig them back out).",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,LYNN,Drawer covering not glued,The back of the two smallest drawers plastic covering was not glued down and was rippled. I needed the desk so we just replied but couldn’t remove the rippled.,3,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Jason,Good Value - PAY ATTENTION TO ORIENTATION,"I bought this desk to use a temporary workspace. However, I think that I'm going to continue to utilize this desk as my permanent workstation. When assembling the desk, pay SPECIAL attention to how the Alex Drawer unit is oriented. Otherwise, you'll be wondering why the drawers don't fit properly.",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,JUDITH,"One little issue with assembly,","One little issue with assembly, easy to assemble the drawer tower upside down. It is not marked as to top/bottom direction.",5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Erica,Lagkapten/Alex,Box came with NO hardware! Placed order on 7/10 picked up 7/11 called 7/12 got hardware 7/24 and pieces still missing! It’s still on the floor in the box cause now I have to wait ANOTHER 14 days for pieces to put it together,2,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,DIONYSIA,Love it!,Love it!,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Sheila,Perfect size,I bought this desk to use in my nail room and it’s the perfect size.,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,MONTINE,Love it.,Love it.,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Juan C.,Yes I extremely recommended.,Yes I extremely recommended.,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Francis,Excellent!,Love this desk set up! Was easy to put together by myself. Quality product!,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"LAGKAPTEN / ALEX Desk - light green/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-light-green-white-s79478367/,Anne,Perfect for home office,Perfect for working from home/use in a craft room! Sturdy and well made!,5,4.7,IKEA,ikea.com,165b844b-119f-5957-a6de-ebc023fdaf69,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,mary b.,Ikea not what it use to be,"This review is for the Sektion 3 fronts/4 drawers. 
Like other reviews I agree the directions are not correct for where to place the drawer hardware on the frame. If it helps this is what I did.
Starting from the bottom
Drawer #1 row 2 on frame, hardware use bottom middle hole (of the 6 grid) I believe this is actually correct in the instructions
Drawer #2 row 10 on frame top middle hole (of the 6 grid) (Instructions say row 9)
Drawer #3 row 18 on frame top middle hole (of the 6 grid) (Instructions say row 17)
Drawer #4 row 22 on frame top middle hole (of the 6 grid) (Instructions say row 21)

The inside drawer is flexible you could raise or lower the row you put it on. As I have above gives 3.75 inches clearance for each drawer. 

Hopes this helps.

Regarding the quality, AKURUM system Ikea used to have the downgrade in quality is obvious; fronts are cheaper the metal support strip looks terrible if eye level with drawer and the toekick just cheap - terrible",3,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Kathleen,looks great,looks great,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,nanette,I did not buy anything,I did not buy anything I have been trying for 5 months to get the remainder of my cabinets. Your statement says because of covid there is delay getting kitchen cabinets however there is nothing stating how you are going to correct the problem.,1,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,PAUL,Extensive renavation,Extensive renavation,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Holly,"Good, could be better","These cabinets/drawers system are great... however, the darker cabinets really need edge banding in the same color as the drawer fronts available. Although the gap is only 1/8th inch the bright white box frame shows.",3,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,EMILY,Great but Instructions are WRONG,"I spent a weekend building all the cabinets for my new kitchen (total of 12) and this is the only one that had me wanting to smash it to bits with my hammer. The drawer instructions are straight up incorrect. In order to get all three front-facing drawers to close, you have to install some of the drawer faces upside down, change the hole heights, and just trial and error for literally hours. 

Some of the other reviews on here are helpful, but the best piece of advice I have is to not assemble any of the drawers fully until you've put them all in and are sure they fit. So only do the bare minimum to test. Save yourself having to undo and redo a lot of work screwing in the bottom, etc. There are also helpful youtube videos for how to remove the drawer fronts using a screw driver - very easy if you actually see how the mechanism works. Ikea just needs to provide specialized instructions for both the interior drawer and how to get all three panels to fit for this specific cabinet.",4,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,DontWasteYourMoneyHere,Awwwwful,Just moved into a new home that had Ikea kitchen cabinets installed along with the remodeling of the kitchen. We've been here 6 months and they're falling apart. Absolutely ridiculous. Look elsewhere.,1,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,DianeW,Great Drawer Cabinet Value,"This is a good-looking, strong, well-designed cabinet, an incredible value. A little tricky to put together but nice results, All drawers are straight, soft close! nice spacing, looks beautiful in my wet bar/kitchenette.",5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,ogd58,Must check all before deliver to your destination!,"I bought this Kitchen for export. When I receive all the pieces, two of them are perfectly packing but are remanufactured, shorter and open new holes in this. the two (2) pieces are RINGHULT 302.666.92",4,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Tamara handywoman7,Kitchen remodel,"Love ❤️ my new kitchen, highly recommend to anyone to use IKEA cabinets easy to install and put together",5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,stuberry26,Love IKEA Cabinets!,IKEA Kitchen helpers installed these cabinets in our newly remodeled kitchen last month. I am loving them. They glide open close so softly. I especially like the double drawer feature that allows me to store more of my knick knack kinds of items. Everything has a place now.,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,LouLou 1200,Love the hidden drawer. Added dividers to store he,Love the hidden drawer. Added dividers to store herbs and spices next to my stove.,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,MommaCondosta,"Classic design, clean look.",Used this as a center island-love the slow close drawers and storage.,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,KateRS,Great space!,I have purchased this cabinet for two different kitchen remodels. The grey looks fantastic and the three drawers are incredibly functional. There is so much space in this one cabinet!,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Ronna422,Gorgeous Kitchen!!!,"We recently updated our kitchen with the Sektion shaker style cabinets. Easy to assemble, easy to install and the kitchen looks AMAZING!!!! Great cabinets! Ingenious features. Love it!",5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,CarlJane,Like it,"Bought several for new house, looks good, works good.",4,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Tehseen,Bought it for Induction Cooktop,"Front and Back metal re-enforcements introduced in SEKTION cabinets are a very good addition. Especially when your countertop seam happens to fall in the middle of the cabinet. Best part of the top drawer. It lets you use the dead space immediately below the cooktop. Mine is induction, so no heat issues, But I am not sure if the top drawer is too close for a gas or electric coil cooktops. Drawer fronts are very expensive in my opinion. They are painted Particle Board panels with plastic edging. I shall see how they hold after a liquid spillage. My bathroom cabinets drawer fronts bubbled at the bottom when water droplets gathered there. The newer version looks much better. But this time I am saving the receipts in case bubbling happens again.",5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Janjohn64,Great cabinet,We have had this installed for approximately 2 months now. No complaints at all. Everyone who has seen our new kitchen loves everything we have completed. We have so much more drawer and counter space than before. We all love the drawer in a drawer.,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Janjohn64,Great cabinet,We have had these installed for about two month now. We are very happy so far. Pretty easy assembly and install. Wipe down nicely after dirty grandchild fingers.,5,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION / MAXIMERA Base cabinet w 3 fronts/4 drawers - white/Havstorp turquoise 30x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-havstorp-turquoise-s99423675/,Katie86,Ok final result but impossible assembly,"Assembling this version of the Sektion, with 4 drawers and 3 fronts, is nearly impossible to do. The instructions available in the packaging and online are not specific to this model, and therefore requires a lot of improvisation and guesswork. Further, the drawer fronts are mislabeled, which leads to rework, disassembly and reassembly. The final product is fine, but it took us, 2 people, about 8 hours to figure this out.",2,4.1,IKEA,ikea.com,826d38b0-1e3d-52b5-b488-c0a55479e269,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,CAROLY,Beautiful !,good quality 👌👌,5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Margaux,Love the new cabinets. They,Love the new cabinets. They make storage so much easier.,5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,JAMES,Terrible customer support,"The cabinets are great, but the process of getting them and the lack of comprehension installation instructions makes them worthless",1,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,JAINE,beautiful,"The color is lovely, my kitchen looks amazing! As always, ikea products are so perfectly engineered and fun to put together!",5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,JoAnna,Don’t get a kitchen,From planning to install it was a pain …and still not right ..but I gave up ….,1,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,KAREN,Dining room buffet!,"Love these cabinets! So much room, slide beautifully, easy to assemble and install! We will never use other cabinets! In fact, we hate the other cabinets in our house!",5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Cheung,best,This is very well-built cabinet. Well worth the money,5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Susanne T.,"Don""t buy!!","I'm a huge fan of IKEA, really. I just love IKEA, we have plenty of IKEA furniture in our house. I know it is not West Elm quality but neither is the price. Right now I'm rethinking my relationship with IKEA because auf the kitchen fronts. 
We did a huge kitchen with Axstad fronts last fall, 13 cabinets overall with over 20 drawers and lots of doors. We have grey base cabinets and white uppers. It is IMPOSSIBLE to keep these fronts clean. Even if you clean right away, there will be greasy stains left that are not going away. They will somehow get burned into the surface and you always see them. If you have a dark kitchen with no sunlight, these might be ok but with a sunny kitchen you will ALWAYS see stains and grease. It is disgusting. I cleaned with soap water, detergent, any product you can think of, The stains will NOT GO AWAY. Search the net and you will find plenty of complaints. These fronts are a failure all along from IKEA. DON'T BUY THESE FRONTS!!!",1,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Vanessa,Good Cabinet but alignment is ...,"Bought a couple of these cabinets. My husband and I put them together, but we had to YouTube ""how to"" several times. The one thing that is still a sore eye for us is the bottom drawer isn't aligned. We've done everything and watch every video and nada.",4,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,DORTHE,Section drawer cabinet,The 2 identical cabinets had to be put together differently . Holes for drawer tracks in different places for each cabinet,1,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Kirsten,Kitchen Remodel,This piece was a last minute change from original plans. Love how much storage it holds.,5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,AnneIndy,Fantastic drawers.,"The drawers move easily they pull out ALL the way so you can see the back of the drawer. They hold a whole lot of stuff, and the easy close is fantastic.",5,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
"SEKTION Base cabinet with 3 drawers - white Maximera/Lerhyttan light gray 15x15x30 """,https://www.ikea.com/us/en/p/sektion-base-cabinet-with-3-drawers-white-maximera-lerhyttan-light-gray-s99273888/,Jessica_designer123,Chips easily!,"We just added all new cabinets to our kitchen. Unfortunately, the cabinets chip easily and IKEA does not have matching paint to cover the chips.",1,4.4,IKEA,ikea.com,a9dc6e31-bf9e-5525-ad0f-33cb266faad6,07/16/22
UPPLAND Ottoman - Remmarn light gray,https://www.ikea.com/us/en/p/uppland-ottoman-remmarn-light-gray-s59322409/,Theresa,great,great,5,4.6,IKEA,ikea.com,22b27cb9-f36e-56cb-a7d5-8705b86654f6,07/16/22
UPPLAND Ottoman - Remmarn light gray,https://www.ikea.com/us/en/p/uppland-ottoman-remmarn-light-gray-s59322409/,Tamara,"Great deal, love the storage feature","This ottoman is awesome. The storage is great and it is sturdy and attractive. The only thing I would change is to make the cushion a little softer, as it is extremely firm, making it slightly less comfortable than my IKEA sofa. I am hoping it softens up a bit so that it is more comfortable in the long run.",4,4.6,IKEA,ikea.com,22b27cb9-f36e-56cb-a7d5-8705b86654f6,07/16/22
UPPLAND Ottoman - Remmarn light gray,https://www.ikea.com/us/en/p/uppland-ottoman-remmarn-light-gray-s59322409/,Sofia,Great,Great,5,4.6,IKEA,ikea.com,22b27cb9-f36e-56cb-a7d5-8705b86654f6,07/16/22
UPPLAND Ottoman - Remmarn light gray,https://www.ikea.com/us/en/p/uppland-ottoman-remmarn-light-gray-s59322409/,Ashley,Disappointed in Missing Pieces,"My husband and I have been working late nights, so he finally put the ottoman together less than a week ago. When he pulled it out of the box, the large wooden piece that attaches to the bottom was actually broken, and he needed to use tools and screws to attach it. What is worse, is that the ottoman lid does NOT stay on the ottoman at all. I'm pretty sure there were supposed to be four wooden cubes that get attached to the lid to hold it in place. These did not come in the box. It's very frustrating because every time somebody rests their feet on it, the lid slips off.",3,4.6,IKEA,ikea.com,22b27cb9-f36e-56cb-a7d5-8705b86654f6,07/16/22
